userName,score,at,content,,,,,,,,,,,,,
Payro Suwito,5,11/22/2022 4:05,mantul,,,,,,,,,,,,,
Ary Akbar Ramadhan,5,11/22/2022 4:05,user xperience top notch,,,,,,,,,,,,,
kadal,1,11/22/2022 4:04, REFUND DANA 251.000,- dari tanggal 6 november 2022, sampai tanggal 22 november 2022 tidak ada kepastian. Selalu di tunda tunda. ,,,,,,,,,,,
Leonardus Dani,5,11/22/2022 3:57, good, apalagi sistem coinnya gak pelit ,,,,,,,,,,,,
Jaka Muad,5,11/22/2022 3:52,tokopedia top markotop,,,,,,,,,,,,,
Ri Dhauz,5,11/22/2022 3:42,Oke,,,,,,,,,,,,,
luvia wolfhound,4,11/22/2022 3:41,Bang ada bug verifikasi,,,,,,,,,,,,,
Andi Sogol setiawan,5,11/22/2022 3:36,keren,,,,,,,,,,,,,
Sugi Gito,5,11/22/2022 3:35,mudah dan cepat,,,,,,,,,,,,,
Lentera Hati,5,11/22/2022 3:30,mudah,,,,,,,,,,,,,
Mata Wayang,5,11/22/2022 3:30,Jual rokok di blok.. Hadeehhhh 2022 bossssss,,,,,,,,,,,,,
Istudiyanti Priatmi,5,11/22/2022 3:24,keren,,,,,,,,,,,,,
ali jumali,5,11/22/2022 3:09,mantap..,,,,,,,,,,,,,
Yenny Hariyanti,1,11/22/2022 3:07,setelah pembaruan mau klik semua menu malah balik lagi ke layar awal😒,,,,,,,,,,,,,
Adit Ramdhani,1,11/22/2022 3:00,Tetap setia dengan si oren,,,,,,,,,,,,,
agus tri atmojo,1,11/22/2022 2:59, Transaksi gagal dana gopay terpotong, di suruh menunggu lebih dari 24 jam. Uang uang siapa di tahan. ,,,,,,,,,,,,
aryo harpana,5,11/22/2022 2:58,mantab,,,,,,,,,,,,,
Dani thevizz,1,11/22/2022 2:57,promo. tidak bisa di gabung sama diskon.. sudah tidak enak belanja di tokopedia.. ongkir mahal... mungkin sudah saatnya saya beralih ke aplikasi belanja online yg lain.. selamat tingal tokopedia,,,,,,,,,,,,,
gita annisa,1,11/22/2022 2:45, Gembel masa dibatalin pesanan nya, mana rp 0 rupiah, SANGAT TIDAC RAMAH ,,,,,,,,,,,
DICKY REANK,5,11/22/2022 2:44,Mengapa pembayaran indodana dalam perbaikan dan sangat lama Saya mau belanja jadi tidak bisa pakai indodana Tolong segera di perbaiki agar bisa memakai pembayaran indodana,,,,,,,,,,,,,
999 Hasirama,1,11/22/2022 2:38,Promo pengguna baru scam masa udah bayar malah di batalin,,,,,,,,,,,,,
Iwan Irawan,1,11/22/2022 2:33, Mao beli barang, pulsa gagal melulu ,,,,,,,,,,,,
Neno San,1,11/22/2022 2:28,Erooooorrr,,,,,,,,,,,,,
Sky Walker' YT,5,11/22/2022 2:25,baik,,,,,,,,,,,,,
Lestari Salwatiastuti,5,11/22/2022 2:21, Saya mau tanya dong,kalau umpanya aplikasinya saya hapus lalu kita masuk dengan akun yang sama apakah wishlist kita masih ada? Terima kasih🙏👍 ,,,,,,,,,,,,
Denip Media,5,11/22/2022 2:18,Keren dah Tokopedia,,,,,,,,,,,,,
Tam Sunarjo,5,11/22/2022 2:02,lancar jaya harga meriah,,,,,,,,,,,,,
Dimas Mandala,5,11/22/2022 1:51, Buat tokopedia tolong dong nyediakan tukar tambah hp ke wilayah kepulauan Riau,Tanjung Pinang Saya pengen tukar tambah tpi tokopedia belum dapat melayani ke daerah saya.Jadi tolong pengertian nya🙏🙏 ,,,,,,,,,,,,
imung arik,1,11/22/2022 1:51, Aplikasi terllu bnyak animasi slide, jadi berat...animasi slide bikin simple aja, akses jadi cepat... Fungsi tools sdh bgus, mo buka gambar aja lamanya stg mati.. dibandingkan dg *hopee, toped jauh lbih lemot.. 2-3 th llu app in enteng dan sll pake toped unt all transaksi,,,, skg in nmor 2.. am sorry.. ,,,,,
Ary Masyhuri,5,11/22/2022 1:33,~ Tokopedia mantap.. semoga nggak lemot.. 👍👍👍,,,,,,,,,,,,,
Kupril Nugroho,1,11/22/2022 1:32,Payah ngak bisa cod ke daerah pdesaan,,,,,,,,,,,,,
Muhamad abdul qodir,2,11/22/2022 1:30, Tolong untuk temen temen costumer perhatikan lagi pint point' di aplikasinya, supaya driver mengantar paket sameday/instan sesuai titik.... Kami para driver sering mengalami hal demikian, sudah nganter gak sesuai titik, gak teliti kita nombok bensin terimakasih salam cerdas ,,,,,,,,,,
nanang iswanto,1,11/22/2022 1:19,Sekarang ada biaya tambahan dari semua metode pembayaran. Bikin pikir ulang deh kalo kaya gini. Bikin malas belanja nya ...,,,,,,,,,,,,,
Taat Meranti,2,11/22/2022 1:18,Uhhh kecewa sekarang ongkir ya mahal,,,,,,,,,,,,,
SUGENG PURWANTO,1,11/22/2022 1:11, Untuk Tokped Affiliate saya sarankan agar bisa di akses lewat PC, itu sangat memudahkan ,,,,,,,,,,,,
ANN TUBE,5,11/22/2022 1:09,mantap,,,,,,,,,,,,,
wahyu rizky raharjo,1,11/22/2022 1:00, Bertahun tahun pakai tokopedia, mulai tahun ini kecewa sama tokopedia juga. ,,,,,,,,,,,,
Mia Ujng,5,11/22/2022 0:51,Assalamualaikum saya suka sekali belanja online di sini barang benar benar ori,,,,,,,,,,,,,
Irfan Zakaria,1,11/22/2022 0:14, Tambah lama gk tambah bagus,promonya tambah gk jelas...dan siap siap aja ditinggal ama customer ,,,,,,,,,,,,
Ihzan Padilla,5,11/22/2022 0:02,sangat bagus,,,,,,,,,,,,,
aris yulianto,1,11/21/2022 23:19, Kecewa sama Tokopedia, komplain malah tambah lama dan masalah gk selesai. Buang-buang waktu, buat apa komplain klo ujung-ujungnya dibatalkan juga. Mending di diemin aja. ,,,,,,,,,,,
Yasmin Julia,4,11/21/2022 23:14,Nyoba belanja di ecomers ini aaaaaah semoga nggak kecewa,,,,,,,,,,,,,
Dwi Nur Faida,1,11/21/2022 22:59, Plislah tokped, data saya bocor yang kedua kalinya gara² punya akun di aplikasi kamu 😭 why? ,,,,,,,,,,,,
Saepul Mikdar,2,11/21/2022 22:55,Tokopedia padahal enak aplikasi nya tidak ngelag² kaya olshop yang lain. Cuma sekarang sekarang jadi kurang asik kalo kata orang². Ayoo lah kembaliin kenyamanan yang didapat konsumen,,,,,,,,,,,,,
Amalun Saleh,5,11/21/2022 22:55, Sudah lama menggunakan ToPed ini, harga pas di kantong, gratis ongkir, transaksi mudah!. Tuuuuch yaaaa... sudah saya tambahin bintangnya!!! Sukses selalu untuk ToPed... ,,,,,,,,,,
Linda Seviana,5,11/21/2022 22:32, Saya senang dan bangga sekali dengan Toped, setiap pembelanjaan dgn Toped sell merasa nyaman , karena merasa dilindungi, dimn Toped belum melakukan pembayaran ke penjual saat barang blm tiba, lalu bebas ongkir pula.. Selamat buat Toped, selalu menjd yg terdepan, tingkatkan terus pelayanan... ,,,,,,,
Okky Hernanto,3,11/21/2022 22:08, Saya ingin melaporkan bug pada misi mendapatkan energi telur dari pencarian tokopedia card tidak bisa berfungsi dengan benar, apa bila saya ketik di search   tokopedia card   dan cari larinya ke dompet penyimpan kartu, alat pemotong id card dll bukan ke pembukaan akun tokopedia card yg seharusnya, tetapi jika saya klik saran pencarian tokopedia card baru lari ke pembukaan akun tokopedia card yang seharusnya tp saya tetap tidak dapat energi telur ,,,,,,,,,,
Akhmad Badrudin,4,11/21/2022 21:58, Hampir semua situs belanja onlin,kebanyakan cari keuntungan,dari penjual barang sudah dapat untuk untuk situs belanja onlin,terus dari biaya pengiriman lagi dinaikan,padahal itu bisa dicek biaya pengiriman klo pribadi kita kirim barang lebih murah misal lion parcel atau Pos coba di situs onlin di bandingin dengan tujuan sama berat yang sama pasti mahal di sitis belanja onlin,pdahal situs belanja onlin itu sifatnya pengirim sudah berlangganan rutin biasanya sudah ada diskon harga ,,,,,,,,
Jessica Wongso Putri,1,11/21/2022 21:13, Pindah dari toko orange kesini karna bisa dapat free ongkir+cashback nya banyak. Eh malah sekarang ga bisa digabungin free ongkir sama cashback nya. Balik lagi deh me toko orange, setidaknya toko orange maskh bisa dapat free ongkir+cashback ,,,,,,,,,,,,
al hikam,5,11/21/2022 21:04, sya sudah memberi ranting 5 jadi saya juga mau beri ulasan juga d pembelian skil akademy 4m,,biar kartu prakerja saya dapat d slesaikan ,,,,,,,,,,,
Cak Ley,1,11/21/2022 20:33, Klaim asuransi ribet, percuma pake protect asuransi ,,,,,,,,,,,,
Faiqahmauretta,5,11/21/2022 20:24, Knp sekarang GK bs buka ulasan ya,pdhl sy udh update.tolong di perbaiki system' nya dong tokopedia ,,,,,,,,,,,,
Abd Haris Simanjuntak,2,11/21/2022 19:47, Sangat kecewa dengan Tokped sekarang, voucher diskon/cashback tidak bisa lagi digabungin sm gratis ongkir. Tolong sistem nya dikembalikan sprti sblm nya ,,,,,,,,,,,,
Firamisyel New,1,11/21/2022 19:25, Satu kata saja   PAYAH   ,,,,,,,,,,,,,
Debbie Nuriadini,1,11/21/2022 19:21,Antareja ke kalimantan 1 kg Rp.80.000? Bukan bug ta?,,,,,,,,,,,,,
MyS,4,11/21/2022 18:58,Mau daftar aja susahnya minta ampun server gagal lah ini itu lah kalah sama sebelahhhhhhh,,,,,,,,,,,,,
L11F MKS,5,11/21/2022 18:49, bagaimana ini,,,kok saya gk bisa menggunakan promo gratis ongkir sih:( padahal saya sudah belanja di POWER BADGE dan OFFICIAL STORE,,,,mohon bantuan secepatnya_- ,,,,,,
Imam Santoso,4,11/21/2022 18:24,Tokopedia mantuuuuuoooOoouuuuL,,,,,,,,,,,,,
Onz Haryadi,5,11/21/2022 17:50,Mantap bagus,,,,,,,,,,,,,
Ashley Graham,1,11/21/2022 17:20, Sekarang gk bisa pakai potongan harga, saya sangat kecewa ,,,,,,,,,,,,
OFFICAL GAMING,5,11/21/2022 17:10,Keren dah👍👍👍👍👍👍,,,,,,,,,,,,,
Mohammad Yasin,1,11/21/2022 17:10,kebijakan baru dan biaya layanan.. u sucks..,,,,,,,,,,,,,
Yandi Supriandi,4,11/21/2022 17:09,Mudah dalam bertransaksi,,,,,,,,,,,,,
Moch.azkha Zafran,1,11/21/2022 16:34,Cb sama gratis ongkir g bisa pakai bersamaan ga kayak dulu lagi,,,,,,,,,,,,,
Muhammad Ihkamuddin,1,11/21/2022 16:19, Gak nyaman dengan pengiriman/member plus, customer serasa dibeda  kan, maaf dari bintang 5 drop bintang 1 ,,,,,,,,,,,
Teguh Prayoga,5,11/21/2022 16:01,semoga aplikasi ini selalu amanah dan maju terus,,,,,,,,,,,,,
Andri Iskandar,1,11/21/2022 15:53, Tokopedia sebaiknya tidak bekerja sama dengan layanan sicepat yang layanan kirimnya sangat buruk. CS tidak respon, update kiriman tidak informatif ,,,,,,,,,,,,
yondriko yondriko,1,11/21/2022 15:50,TOKOPEDIA LEBIH MEMIHAK KE PENJUAL....HATI HATI UNTUK PEMBELI ..AKSES KOMPLAN DI TOKOPEDIA SULIT SEKALI.......SUDAH DILAPORKAN TAPI MASIH ADA KENDALA.....KECEWA DENGAN PELAYANAN KETIKA KOMPLAIN DI TOKOPEDIA . saat komplain ke penjual sulit ...Krn Tokopedia menyediakan sisa waktu terbatas bagi pembeli...Jd penjual pura pura lama menjawab atau merespon komplain agar waktunya sisa sedikit untuk pembeli merespon ...kalau TDK direspon cepat dana akan langsung diserahkan ke penjual......ini curang..,,,,,,,,,,,,,
saiful anwar,5,11/21/2022 15:49,mantap,,,,,,,,,,,,,
Zaky Ismat,1,11/21/2022 15:47, Server eror mulu, mau daftar jadi ga bisa, pdhl tinggal masukin nama lengkap tapi malah server eror ,,,,,,,,,,,
M DAfanto,2,11/21/2022 15:40, Penggunaan poin cash back gak bisa digunakan, jd gk manfaat. ,,,,,,,,,,,,
RMD 231,1,11/21/2022 15:38,aplikasi skarang tokopedia makin ke sini makin jelek awalnya doang bagus ... bukti gk jelas gitu apa coba,,,,,,,,,,,,,
fadhil,1,11/21/2022 15:26,Menu transfer ke bank dimana sue,,,,,,,,,,,,,
Umi RJ,5,11/21/2022 15:11,baik,,,,,,,,,,,,,
agus tian,5,11/21/2022 15:10,Mantap,,,,,,,,,,,,,
Vidhea Althafunnisa,1,11/21/2022 15:07,Langsung saya hapus karna pembayarannya tidak ada yang menggunakan COD,,,,,,,,,,,,,
Saepul Bahri,3,11/21/2022 15:05,Kenapa semua voucher yg saya gunakan tidak bisa,,,,,,,,,,,,,
Rifki Agus,1,11/21/2022 15:05, Sangat kecewa dengan Tokopedia , voucher diskon dan gratis ongkir gak bisa dipake bersamaan ,,,,,,,,,,,,
Maytha Putri,5,11/21/2022 14:39,Bagus banget buat belanja buat dekorasi kamar dan yang lainnya,,,,,,,,,,,,,
Yusuf Gunawarman,5,11/21/2022 14:36,mantap,,,,,,,,,,,,,
Dolan Mancing,5,11/21/2022 14:34,mantap,,,,,,,,,,,,,
AZWARI AZW,5,11/21/2022 14:32,perfect,,,,,,,,,,,,,
Riski “Riskshrn” Saharani,5,11/21/2022 14:32,oke,,,,,,,,,,,,,
esti Astrotama,4,11/21/2022 14:21,Kecewa ama toped.skrg gak bisa pke gratis ongkir+vocer cashback.ongkir makin mahal.. tpi makasih selama ini dah ngsih cashback.🙏,,,,,,,,,,,,,
heru fatkhur,5,11/21/2022 14:21,Mantab,,,,,,,,,,,,,
Tony Sakera,5,11/21/2022 14:14,Good,,,,,,,,,,,,,
Juan Juan,5,11/21/2022 14:14,👌🏼,,,,,,,,,,,,,
fredy yuniyarso,5,11/21/2022 14:13,sangat bagus dan terpercaya,,,,,,,,,,,,,
jajang hera,3,11/21/2022 14:10, Mau bayar bulanan indiehome saat masuk pilih pembayaran loading terusss, saya sudah mencoba nya beberapa kali masih tetep sama hedehh ,,,,,,,,,,,,
Noor Icqro,1,11/21/2022 14:03, Baru kali ini, Saya sudah melakukan transaksi transfer, tapi di notifikasi belum melakukan transaksi, apakah uang saya akan kembali? ,,,,,,,,,,
nano kholikun,1,11/21/2022 14:00,Kecewa! Sekarang gratis ongkir + voucher diskon / cashback tidak bisa dipakai secara bersamaan. Lebih baik bubarkan saja Tokopedia!,,,,,,,,,,,,,
rudy suseno,5,11/21/2022 13:59,Kita liat dulu utk 6.bulan ke depan ada kendala apa ngk,,,,,,,,,,,,,
Faried Fadhilla,1,11/21/2022 13:56,Payah kebayakan pending salah dmn nya yah ? Padahal sudah bayar di bank terbayarkan di tokped masih menunggu pebayaran aja,,,,,,,,,,,,,
Wahyu Ramadhan,5,11/21/2022 13:50,mantap,,,,,,,,,,,,,
Anggi Sugiyarti,5,11/21/2022 13:45,sangat bagus,,,,,,,,,,,,,
Hend Caniago,5,11/21/2022 13:42, tokopedia keren, Pertahankan Bosqu ,,,,,,,,,,,,
Agus Leksono,1,11/21/2022 13:37,Tidak ada prioritas untuk pengguna lama.....,,,,,,,,,,,,,
fagla bae,3,11/21/2022 13:34, Gila gila,skrng biaya COD nya udh naik aj,hmpir 5rb,bgi sy itu gede krn sy bkn orng kya,ongkir kena 5.500 misal tp hrs blanja 50rb dl,wkt bln lalu blnja 40rb skrng 50rb🤦 ,,,,,,,,
Husen Alfiansah,5,11/21/2022 13:33,praktis and simple,,,,,,,,,,,,,
Nadira Dewi,5,11/21/2022 13:33,ok,,,,,,,,,,,,,
Tina Putria,5,11/21/2022 13:28,Tamabha kesinih tamabah lelet aplikasi ini,,,,,,,,,,,,,
Deden Zaelani Al-Qodiry,1,11/21/2022 13:27,Dari kemarin gak bisa lihat ulasan gangguan rumah mulu gak jelas..,,,,,,,,,,,,,
Lovely Ivanka,5,11/21/2022 13:27,Omg,,,,,,,,,,,,,
ruslan abdulgani,1,11/21/2022 13:26,Tidak bisa menginstal tuh,,,,,,,,,,,,,
Achmad Fauzi,5,11/21/2022 13:25,Baik,,,,,,,,,,,,,
Syahril Marzuki,1,11/21/2022 13:13,Kok gak bisa daftar aplikasi kon. Tol,,,,,,,,,,,,,
demet jaya,1,11/21/2022 13:04,Mantap penanganan admin nya,,,,,,,,,,,,,
Atma Jaya,3,11/21/2022 12:56,banyak yg LBH mahal dri tmpt blanja online yg lainya,,,,,,,,,,,,,
Titis Iwan,5,11/21/2022 12:51,mantap,,,,,,,,,,,,,
Richy Alif Farosy,1,11/21/2022 12:48, Gila, belum transaksi saldo gopay tiba2 hilang, cok deh ,,,,,,,,,,,
Naftali,1,11/21/2022 12:26,Hari hari down mulu bang,,,,,,,,,,,,,
sutrisno kefin,5,11/21/2022 12:15,Sangat membantu sekali,,,,,,,,,,,,,
Abah Muklis,5,11/21/2022 11:54,Tokopedia... Ok.,,,,,,,,,,,,,
Samsul Wachid,1,11/21/2022 11:53,Sistem operasinya menjebak,,,,,,,,,,,,,
Preman Insyaf 18,5,11/21/2022 11:53,Tokopedia Memang Mantap,,,,,,,,,,,,,
Agus Djambul,5,11/21/2022 11:47, Cuma mau bilang terimakasih aja,sudah banyak membantu saya untuk belanja sambil santai tak perlu REPOT ya di TOKOPEDIA ,,,,,,,,,,,,
Patner Cinta,5,11/21/2022 11:44,sangat baik.. aku semangat mengerjakan tugas ini,,,,,,,,,,,,,
dinda ku,1,11/21/2022 11:39, Harga ongkir yang tidak masuk akal masak berat produk hanya 500gram ongkir nya sampai 47rb padahal kan hanya jawa-sumatera. Itupun juga tidak bisa pilih expedisi ,ada biaya admin ,ditambah ongkir tidak bisa digabung dengan chasback ,benar² blunder dari tokped ,,,,,,,,,,
traveling Regan,5,11/21/2022 11:20, senang aja belanja mudah, ada kendala juga ganpang ,,,,,,,,,,,,
Noor Solichin alatperagasemarang,1,11/21/2022 11:19, Maaf bintang sy turunkan, krn skrg klo pilih plus, tdk dpt cashback ataupun diskon lainnya. Jadinya sperti memilih plus atau cashback, padahal untuk mendaftar jd plus, mesti membayar dahulu dan sy sdh membayar untuk itu😁 Tambahan lg, sy order 3 brg d tempat yg berbed, tahu2 ada notif klo sy diberhentikan dr plus. Pdhl tdk melakukan apa yg disangkakan. Hadeh Bintang sy turunkan dl sampe terselesaikan msalah ni ,,,,,,,
Shindyka Berlian,2,11/21/2022 11:17,Promo gak bisa digabungin.,,,,,,,,,,,,,
Ummu Azshafa,5,11/21/2022 11:15, Menyenangkan , praktis dan banyak kemudahan pembayaran ,,,,,,,,,,,,
Yanuar artha,1,11/21/2022 11:12,cuma ikut2an aja kasih rating biar rame🤭,,,,,,,,,,,,,
Dodik Hermawan90,2,11/21/2022 11:03, Seharian ini gk bisa buka tokped, padahal jg sudah diupdate, koneksi timeout tp buka yg lain lancar2 saja, ini saya ada 3 pesanan jd gk bisa buka, payah ,,,,,,,,,
Reno rsh19,2,11/21/2022 11:02,Kenapa skarang tokped gak bisa kirim Poto dan video ulasan. Makin kesana makin kesini.😓,,,,,,,,,,,,,
Gerhana Cen,5,11/21/2022 11:01,Bagus tokopedia penuh tanggung jawab dgn pembeli dan pelanggan shopping nya,,,,,,,,,,,,,
Ova Oktavianti,5,11/21/2022 11:00, Sangat memuaskan, karena dapat mempermudah untuk melakukan belanja online ,,,,,,,,,,,,
abatasa lon,5,11/21/2022 11:00,cmeweww pokoknya,,,,,,,,,,,,,
rasyiidky,1,11/21/2022 10:52, Sayang banget nih tokopedia gak bisa login via whatsapp,mana nomor hp sudah hilang terus minta verifikasi kode mau ganti nomor ribet pula ,,,,,,,,,,,,
Ika Nuraeni,5,11/21/2022 10:49,ok..🥰,,,,,,,,,,,,,
Hendrik Hermawan,5,11/21/2022 10:45,terimakasih tokopedia,,,,,,,,,,,,,
Recky Runtunuwu,5,11/21/2022 10:44,Sangat membantu berbelanja dengan mudah.,,,,,,,,,,,,,
satria darmawan,4,11/21/2022 10:41,terimakasih buat pelayanan yang baik,,,,,,,,,,,,,
Faiq Abadi,1,11/21/2022 10:36,tokped tidak membantu klaim barang hilang pada produk saya yang hilang,,,,,,,,,,,,,
Galih Permana,5,11/21/2022 10:19,good job,,,,,,,,,,,,,
Mohamad JuMaRdI,5,11/21/2022 10:10,Ok,,,,,,,,,,,,,
Santa Sadesaghasi,1,11/21/2022 10:09,Pantesan kalah saing sama shoppe,,,,,,,,,,,,,
Tonson Cesiong,5,11/21/2022 10:09,mantapss,,,,,,,,,,,,,
Siti Umaisaroh,5,11/21/2022 10:07,tokped mantul diskonnya,,,,,,,,,,,,,
Bang Mihoy,1,11/21/2022 10:03,Gak bisa login. Tidak menerima SMS verifikasi,,,,,,,,,,,,,
Muhammad Geza,1,11/21/2022 9:59,Tidak bisa di download,,,,,,,,,,,,,
Pengguna Google,1,11/21/2022 9:26,Kenapa sekarang gratis ongkir + cashback tidak bisa 😔,,,,,,,,,,,,,
Rijal,1,11/21/2022 9:25,Gratis ongkir dan Voucher ga bisa di pake bersamaan,,,,,,,,,,,,,
wo2go,1,11/21/2022 9:24, Kebijakannya lama2 ga bikin puas pelanggan..udah ada biaya per trx, langganan plus hilang karena dgn alasan sering buat resale diluar pemakaian pribadi..hadehhhh... ,,,,,,,,,,,,
yaklepz chanel,1,11/21/2022 9:20, Ongkir wilayah papua mahal sekali, lebih mahal dri pd di toko oren sm biru ,,,,,,,,,,,,
SK Project,5,11/21/2022 9:19, Pindah dari toko oren sopi ke tokped, semoga tokped tanpa biaya pelayanan seperti Toko Oren 😁 Transaksi di Toko Oren kena biaya penanganan, padahal bayar pake saldo bukan PayLater 🥴 ,,,,,,,,,,,
josie sufriyani,5,11/21/2022 9:16,oce deh,,,,,,,,,,,,,
Moch Amri Yahya,5,11/21/2022 9:11,Sangat Sangatttt,,,,,,,,,,,,,
Aldev,5,11/21/2022 9:01, Toko online terpercaya terbaik, ternyaman dan aman.. the best pokok nya ♥️♥️♥️♥️👍👍👍👍👍👍👍👍👍👍👍👍👍👍 ,,,,,,,,,,,,
Iwan Susanto,5,11/21/2022 8:48,Bagus,,,,,,,,,,,,,
Apr-46,5,11/21/2022 8:29,Ok,,,,,,,,,,,,,
Ibrahim Iskandar,5,11/21/2022 8:21,fast track,,,,,,,,,,,,,
yandi shafwah,5,11/21/2022 8:19,mantap,,,,,,,,,,,,,
M. Suhendi,5,11/21/2022 7:59,mantap,,,,,,,,,,,,,
Beluga KW,5,11/21/2022 7:50,Keren,,,,,,,,,,,,,
Arifin Abbas,5,11/21/2022 7:45, wew,pke cicil prtma x lgsg skses ,,,,,,,,,,,,
Efriansyah Eef,5,11/21/2022 7:43,puaz,,,,,,,,,,,,,
Seto Swandono,3,11/21/2022 7:32, promo diskon dan gratis ongkir masih kurang,, kalah sama oren ,,,,,,,,,,,
Zein D,1,11/21/2022 7:24, Flashsale nya tipu2. masa link belum keluar barang nya udh habis????? Permainan orang dalam ini. mending ga perlu d buat flashsale, pengguna real malah dapet hikmahnya doang. ,,,,,,,,,,,,
Anfal Bramastra,5,11/21/2022 7:22,sampe skrg masih dapat dipercaya..,,,,,,,,,,,,,
keju biru,1,11/21/2022 7:20,Baru pertamakali pakai apk ini terus dapat voucher potongan pas dipakai gabisa. Hadehhh kalo gamau rugi jangan nipu👎,,,,,,,,,,,,,
deeva arfid,5,11/21/2022 7:11,mantap,,,,,,,,,,,,,
Luckmanul Hakim,1,11/21/2022 7:08, Cashback sudah di pakai, tapi tidak dapat casbacknya. Mending pindah toko oren. ,,,,,,,,,,,,
achmat efendi,1,11/21/2022 7:04, Langganan plus pengiriman instannya malah lama dari pencarian driver sampai pengiriman bisa sampai 6 jam padahal jarak di bawah 10 km, katanya di prioritaskan nyatanya tidak sama sekali ,,,,,,,,,,,,
Kasan Ajaa,5,11/21/2022 6:58,good,,,,,,,,,,,,,
Dhany Kurniawan,2,11/21/2022 6:53, Minimal order 50rb untuk mendapatkan gratis ongkir, berat berat.. Ditambahan lagi Voucher Cashback & Gratis Ongkir gabisa di gabung, ada biaya jasa aplikasi, udah lah.. Tokopedia cocoknya buat yang Fanatik suka Tokopedia yang rela bayar kebijakan kebijakan lucunya.. Waktunya kembali ke Shopeeeeeeee ,,,,,,,,,,
Dita Mahesa MuttaQin,4,11/21/2022 6:41,wokehh,,,,,,,,,,,,,
Negeri POGOGUL,3,11/21/2022 6:36,*3 dulu Krn COD hanya slogan doang,,,,,,,,,,,,,
Sahabat Radjawali,5,11/21/2022 6:34,bagus,,,,,,,,,,,,,
Jeff G,1,11/21/2022 6:32, Sehabis di update mau nge klik ulasan dll, mesti download dulu (download sedang di proses), di coba ulang, tetap aja ga bisa.. dan aplikasi terasa sedikit lebih berat dari sebelumnya ,,,,,,,,,,
M Stev A,1,11/21/2022 6:26, Sangat tidak baik dan sangat tidak rekomend untuk toko ijo saat ini, dimana voucher cash back dan voucher free ongkir tidak bisa di pakai bersamaan, jika hal ini tidak diperbaiki maaf aku akan segera berpaling dari mu! ,,,,,,,,,,,
roniy ja,5,11/21/2022 6:25,jajan,,,,,,,,,,,,,
Adv. Riky Sambora, S.H.,1,11/21/2022 6:23, Baru aja nyaman kemarin belanja di Tokopedia, sekarang malah jadi susah lagi, promo yg makin misah misah, belum kalo belanja pake promo gopay gk bisa di gabung sama metode pembayaran lain kalo kurang, kenapa sih tokped, ente udah mau bagus, malah merusak diri sendiri, siapa sih yg buat rule bikin ribet gini, pecat aja pegawainya atau direkturnya lah kalo bego gini. Kenyamanan keamanan ndasmu ! ,,,,
Lie Hengki,5,11/21/2022 6:16,good respons,,,,,,,,,,,,,
Iis Diah Pebtri parwisari,5,11/21/2022 6:12,baik,,,,,,,,,,,,,
arisgita aris,4,11/21/2022 6:11,mantap,,,,,,,,,,,,,
Sri Yanti,1,11/21/2022 6:05,Tolong kasih menu penilaian jasa kurirnya....saya mau kasih minus sepuluh bintang👎🏻,,,,,,,,,,,,,
Bambang Nurcahyo,1,11/21/2022 6:00,Tokopedia isinya kebanyakan seller abal²/nakal harap berhati-hati dan teliti berbelanja di Tokopedia. Pernah ada seller jual produk liquid bercukai 2019 saya komplain tapi di bela sm team resolusi Tokopedia padahal jelas yg salah seller nya karna jual produk kadaluarsa.,,,,,,,,,,,,,
Eko Widhiarta Kusuma,5,11/21/2022 5:52, Terimakasih banyak Tokopedia..lantaran jualan via Tokopedia, saya bisa bikin kontrakan 8 pintu...Alhamdulillah ya Allah ,,,,,,,,,,,,
Badrun Badrun,3,11/21/2022 5:50,Blm juga bisa mau kredit. Bntuanya dong admin...,,,,,,,,,,,,,
Syafa Nafisha,5,11/21/2022 5:48, simpel ,👍 ,,,,,,,,,,,,
Aldiansyah Nugroho,1,11/21/2022 5:47, Kecewa aku sama tokped yang sekarang, padahaln dulu bisa pakek vouker gratis ongkir sama castback secara bersamaan, tapi sekarang ga bisa, mengecewakan ,,,,,,,,,,
Fajar E.P,2,11/21/2022 5:45, Kenapa kalau pakai Sicepat harga total barang berbeda dengan aplikasi ya, saya sudah 2x pakai sicepat selisih 1000n.. Padahal dari dlu nda gtu.. Misal di aplikasi 80.000 di paketnya 81.000. Mohon diperbaiki lagi sistemnya ,,,,,,,,,,,,
Rahmad Sains alhafidz,4,11/21/2022 5:33,Upgrade!,,,,,,,,,,,,,
Mrs.Mochiko,1,11/21/2022 5:30, Saya kecewa sama Toped. Pelayanannya buruk. Ekspedisinya buruk. Semuanya buruk. Tidak bisa menyelesaikan masalah. Lemot. Barang belum saya terima sampai saat ini. Tidak ada kabar. Barang saya hilang. Uang belum dikembalikan. Toped bilang pihak Wahana yang bertanggungjawab. Toped tidak mau bertanggungjawab !! Maunya apa sih ?!! Saya baca semua ulasan tentang Toped, ga ada yang bagus. Termasuk saya ke Toped. ,,,,,,,,,,,,
Nicho Jeremy,1,11/21/2022 5:26, Tokopedia aneh, saya beli traktiran pengguna baru yang 0 rupiah malah dibatalkan sama sistem , sangat tidak jelas,unistal aja lah ,,,,,,,,,,
ninik fauziah,1,11/21/2022 5:18,Pelit,,,,,,,,,,,,,
Siti Alkays,5,11/21/2022 5:16,bagus,,,,,,,,,,,,,
